Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy,Period End,Property Type,Region
1.009636820,3.0%,0.7%,13,-7.1%,44.4%,1,0.0%,-83.3%,22,-1,5,$372K,-1.5%,12.6%,4,-33.3%,-55.6%,1/31/2014,Single Family Residential,"Seattle, WA - Meadowbrook"
0.999454977,-2.0%,3.4%,19,-24.0%,46.2%,4,-20.0%,100.0%,18,2,-9,$730K,-1.6%,0.7%,5,-66.7%,-16.7%,1/31/2014,Single Family Residential,"Seattle, WA - Montlake"
1.007022023,0.5%,1.7%,28,16.7%,21.7%,9,0.0%,-10.0%,13.5,-7,-10.5,$480K,-3.0%,-11.9%,27,-18.2%,58.8%,1/31/2014,Single Family Residential,"Seattle, WA - Mount Baker"
0.962561741,-3.3%,-1.7%,24,-35.1%,-42.9%,25,13.6%,66.7%,24,8,-4,$514K,3.8%,-0.1%,25,-19.4%,-21.9%,1/31/2014,Single Family Residential,"Seattle, WA - North Admiral"
0.999927499,-0.4%,0.8%,53,-10.2%,-19.7%,49,-3.9%,25.6%,16,0,-18,$330K,-1.5%,18.9%,50,-7.4%,22.0%,1/31/2014,Single Family Residential,"Seattle, WA - Beacon Hill"
0.993669736,-0.5%,0.9%,71,-11.3%,31.5%,28,-3.4%,3.7%,18,7.5,-9.5,$407K,4.4%,21.0%,52,-18.8%,52.9%,1/31/2014,Single Family Residential,"Seattle, WA - Northgate"
0.988840733,-0.8%,-2.4%,11,-21.4%,-47.6%,3,-25.0%,-57.1%,16,-0.5,-13,$331K,-1.8%,1.2%,6,-14.3%,-68.4%,1/31/2014,Single Family Residential,"Seattle, WA - Olympic Hills"
0.992135576,-1.0%,-0.8%,21,5.0%,133.3%,6,-25.0%,100.0%,19,9.5,2,$422K,12.4%,40.5%,12,-42.9%,71.4%,1/31/2014,Single Family Residential,"Seattle, WA - Pinehurst"
0.996876780,-0.1%,2.0%,49,-19.7%,6.5%,16,-15.8%,-23.8%,21,9,-17,$725K,4.3%,2.0%,34,-15.0%,25.9%,1/31/2014,Single Family Residential,"Seattle, WA - Queen Anne"
0.996555218,0.1%,-0.3%,136,1.5%,-2.9%,88,-13.7%,-3.3%,27,3,0,$323K,-5.4%,28.4%,122,-10.9%,5.2%,1/31/2014,Single Family Residential,"Seattle, WA - Rainier Valley"
1.003426338,0.0%,0.3%,21,-25.0%,-40.0%,4,-50.0%,-63.6%,7,-4.5,-8,$520K,2.5%,4.4%,14,-33.3%,-44.0%,1/31/2014,Single Family Residential,"Seattle, WA - Ravenna"
0.990054645,-0.5%,-1.3%,14,-6.7%,-48.1%,4,,-20.0%,28,7,-1,$497K,-8.0%,16.1%,8,60.0%,-38.5%,1/31/2014,Single Family Residential,"Seattle, WA - Roosevelt"
0.940752452,-1.1%,-6.7%,6,-33.3%,-33.3%,4,300.0%,-55.6%,15,-8,-52,$180K,14.1%,59.9%,8,100.0%,-20.0%,1/31/2014,Single Family Residential,"Seattle, WA - South Park"
1.017422395,0.3%,4.5%,10,25.0%,0.0%,2,-50.0%,-33.3%,8.5,0.5,-4.5,$493K,-2.1%,14.2%,8,-20.0%,-11.1%,1/31/2014,Single Family Residential,"Seattle, WA - University District"
1.007687241,0.7%,0.8%,10,-28.6%,66.7%,6,-14.3%,-14.3%,20.5,10,2,$379K,-4.7%,-0.3%,8,-27.3%,-11.1%,1/31/2014,Single Family Residential,"Seattle, WA - Victory Heights"
0.969211088,-2.3%,-1.1%,10,-9.1%,0.0%,2,0.0%,0.0%,20.5,1.5,-19.5,$753K,-0.5%,15.4%,4,-50.0%,-50.0%,1/31/2014,Single Family Residential,"Seattle, WA - View Ridge"
1.010083223,-0.1%,0.7%,31,-35.4%,3.3%,8,33.3%,33.3%,18,8,-2,$640K,10.6%,23.4%,13,-38.1%,-31.6%,1/31/2014,Single Family Residential,"Seattle, WA - Wallingford"
1.026683899,-2.1%,3.2%,15,-28.6%,-25.0%,3,-25.0%,-40.0%,15,8,7.5,$520K,10.5%,17.4%,12,-20.0%,-7.7%,1/31/2014,Single Family Residential,"Seattle, WA - Wedgwood"
0.986932221,-0.5%,0.4%,241,-22.0%,-9.7%,153,0.0%,1.3%,31,13,-1,$380K,0.0%,12.4%,212,-14.2%,-3.6%,1/31/2014,Single Family Residential,"Seattle, WA - West Seattle"
1.004670826,0.3%,1.9%,8,-33.3%,-11.1%,2,-33.3%,-33.3%,8.5,1.5,-2.5,$854K,-4.2%,21.9%,4,-55.6%,-42.9%,1/31/2014,Single Family Residential,"Seattle, WA - Windermere"
0.997078116,0.4%,0.9%,5,-16.7%,66.7%,6,-25.0%,-40.0%,35,-4,30,"$1,440K",19.3%,68.8%,2,-50.0%,-71.4%,1/31/2014,Single Family Residential,"Seattle, WA - Denny Blaine"
1.006730124,0.5%,-2.6%,32,0.0%,146.2%,3,-40.0%,-50.0%,9.5,1,-0.5,$562K,-2.6%,37.6%,18,-14.3%,50.0%,1/31/2014,Single Family Residential,"Seattle, WA - Phinney Ridge"
0.992284448,-2.8%,-3.0%,26,-16.1%,85.7%,10,-41.2%,-37.5%,13,3,1.5,$429K,6.2%,-16.6%,26,-23.5%,-3.7%,1/31/2014,Single Family Residential,"Seattle, WA - Central District"
1.004215498,0.3%,2.1%,15,-16.7%,36.4%,6,0.0%,100.0%,24,6.5,10,$620K,7.2%,-23.5%,15,-6.3%,114.3%,1/31/2014,Single Family Residential,"Seattle, WA - Madison Valley"
0.973700904,-1.9%,-2.2%,18,-18.2%,-18.2%,9,0.0%,-10.0%,35.5,27,18.5,"$1,202K",18.5%,43.7%,7,-41.7%,-50.0%,1/31/2014,Single Family Residential,"Seattle, WA - Capitol Hill"
1.017053778,1.9%,3.9%,11,0.0%,10.0%,11,0.0%,-31.3%,40,20,-1,$320K,28.6%,42.5%,9,-10.0%,0.0%,1/31/2014,Single Family Residential,"Seattle, WA - South Beacon Hill"
1.109713136,1.8%,13.3%,5,-16.7%,150.0%,4,33.3%,-42.9%,42,4,-225.5,$195K,1.3%,20.0%,6,50.0%,0.0%,1/31/2014,Single Family Residential,"Seattle, WA - Greater Duwamish"
0.991545282,-0.7%,4.7%,5,-50.0%,-64.3%,5,25.0%,0.0%,6,-2,-41.5,$365K,-17.7%,13.6%,5,0.0%,66.7%,1/31/2014,Single Family Residential,"Seattle, WA - North College Park"
0.958522240,-0.9%,-3.1%,11,0.0%,-15.4%,15,-16.7%,36.4%,104,29,53,$240K,33.3%,2.1%,7,-22.2%,-36.4%,1/31/2014,Single Family Residential,"Seattle, WA - Dunlap"
1.000112823,-4.4%,-6.0%,11,-21.4%,83.3%,4,-55.6%,-50.0%,12.5,3.5,6.5,$500K,23.7%,1.1%,15,7.1%,15.4%,1/31/2014,Single Family Residential,"Seattle, WA - Minor"
0.996927211,-0.9%,2.4%,78,-18.8%,39.3%,41,-18.0%,-25.5%,18,3,-8,$569K,5.2%,-3.5%,64,-21.0%,14.3%,1/31/2014,Single Family Residential,"Seattle, WA - Central Seattle"
0.956214791,0.4%,-1.9%,2,0.0%,-60.0%,2,100.0%,100.0%,77.5,11.5,51.5,$341K,17.7%,28.7%,1,-50.0%,,1/31/2014,Single Family Residential,"Seattle, WA - Holly Park"
1.010332369,-0.5%,4.8%,11,-15.4%,83.3%,5,-28.6%,0.0%,17,0,-16.5,$345K,-5.5%,-55.3%,6,-14.3%,100.0%,1/31/2014,Single Family Residential,"Seattle, WA - Cedar Heights"
1.004906433,-0.7%,1.7%,16,14.3%,33.3%,8,14.3%,33.3%,8,-1,-2,$418K,3.1%,23.7%,14,-26.3%,-6.7%,1/31/2014,Single Family Residential,"Seattle, WA - Fairmount Park"
1,0.0%,,1,0.0%,,2,0.0%,,4,0,,$650K,0.0%,,1,0.0%,,1/31/2014,Single Family Residential,"Seattle, WA - Westlake"
0.985741057,-0.2%,-1.4%,12,-7.7%,200.0%,4,-33.3%,33.3%,32,8,21.5,$410K,-11.0%,18.9%,9,-10.0%,200.0%,1/31/2014,Single Family Residential,"Seattle, WA - Atlantic"
0.983520786,0.2%,0.1%,11,-8.3%,10.0%,7,-50.0%,-63.2%,41,-8.5,21.5,$545K,4.3%,42.7%,12,9.1%,9.1%,1/31/2012,Single Family Residential,"Seattle, WA - Seaview"
0.988832588,0.0%,0.2%,2,0.0%,0.0%,2,0.0%,-60.0%,120,0,93,$680K,0.0%,4.6%,1,0.0%,-75.0%,1/31/2012,Single Family Residential,"Seattle, WA - Portage Bay"
0.964310244,-1.7%,-2.7%,9,-50.0%,0.0%,12,-20.0%,-7.7%,79,28,33.5,$299K,-11.7%,-31.9%,6,-33.3%,-33.3%,1/31/2012,Single Family Residential,"Seattle, WA - Mann"
0.971092464,-3.3%,-1.9%,13,-18.8%,85.7%,19,-9.5%,-17.4%,65,-59,0,$235K,-1.1%,-17.0%,17,13.3%,21.4%,1/31/2012,Single Family Residential,"Seattle, WA - Brighton"
0.963307390,0.3%,-0.4%,27,-27.0%,80.0%,44,-4.3%,-13.7%,48,-9,-30,$250K,0.0%,15.2%,33,6.5%,-10.8%,1/31/2012,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
0.966975337,-0.2%,-0.3%,15,-6.3%,-25.0%,17,-10.5%,-5.6%,85,0,54.5,$635K,-0.4%,-24.4%,13,30.0%,44.4%,1/31/2012,Single Family Residential,"Seattle, WA - Stevens"
0.982433487,-0.7%,0.8%,18,-18.2%,12.5%,25,-13.8%,47.1%,53.5,-7,-29.5,$370K,0.0%,4.5%,18,-30.8%,63.6%,1/31/2012,Single Family Residential,"Seattle, WA - Gatewood"
0.949881945,-4.4%,-0.6%,10,-23.1%,233.3%,23,9.5%,-4.2%,83.5,26.5,64.5,$155K,-31.4%,28.1%,22,22.2%,100.0%,1/31/2012,Single Family Residential,"Seattle, WA - Rainier View"
0.988753278,-0.1%,1.0%,19,18.8%,-20.8%,15,0.0%,-6.3%,23,-1,7,$662K,6.8%,20.3%,27,-3.6%,12.5%,7/31/2013,Single Family Residential,"Seattle, WA - Alki Point"
1.013127295,0.5%,1.7%,29,-9.4%,20.8%,19,26.7%,-5.0%,13,0,-17,$328K,-1.6%,0.9%,22,-12.0%,-31.3%,7/31/2013,Single Family Residential,"Seattle, WA - Arbor Heights"
1.018676284,-0.1%,1.1%,153,15.9%,34.2%,30,11.1%,-21.1%,7,0,0,$488K,0.1%,8.3%,153,-1.9%,35.4%,7/31/2013,Single Family Residential,"Seattle, WA - Ballard"
1.028179880,1.1%,4.3%,19,0.0%,26.7%,8,14.3%,0.0%,8,1,2,$358K,1.2%,-8.2%,20,-16.7%,-9.1%,7/31/2013,Single Family Residential,"Seattle, WA - Bitter Lake"
1.013656071,-0.6%,3.0%,36,2.9%,100.0%,16,77.8%,-50.0%,10.5,2.5,-25,$636K,-0.1%,14.2%,34,-2.9%,-5.6%,7/31/2013,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
1.032901192,1.3%,3.7%,30,0.0%,11.1%,19,58.3%,0.0%,7,0,-4,$469K,-9.5%,9.7%,43,19.4%,53.6%,7/31/2013,Single Family Residential,"Seattle, WA - Broadview"
1.045084059,2.7%,3.2%,14,-6.7%,-46.2%,6,20.0%,20.0%,8,0,2,$554K,-8.3%,2.6%,25,31.6%,4.2%,7/31/2013,Single Family Residential,"Seattle, WA - Bryant"
1.006077251,-1.4%,-1.3%,33,26.9%,32.0%,10,0.0%,-33.3%,9,-1,-11.5,$385K,0.6%,10.0%,31,-8.8%,55.0%,7/31/2013,Single Family Residential,"Seattle, WA - Columbia City"
1.025635872,-0.2%,0.5%,29,45.0%,31.8%,5,-28.6%,-28.6%,6,-0.5,-2,$385K,0.0%,12.2%,27,-12.9%,80.0%,7/31/2013,Single Family Residential,"Seattle, WA - Crown Hill"
1.011831074,-0.2%,1.8%,116,8.4%,36.5%,85,13.3%,19.7%,14,0.5,-18.5,$301K,12.1%,26.0%,140,1.4%,34.6%,7/31/2013,Single Family Residential,"Seattle, WA - Delridge"
1,0.0%,5.7%,1,0.0%,0.0%,,,,4,0,-26,$429K,0.0%,30.0%,1,0.0%,0.0%,7/31/2013,Single Family Residential,"Seattle, WA - Downtown Seattle"
0.959259259,0.0%,,1,0.0%,,1,,,40,0,,"$1,295K",0.0%,,2,100.0%,,7/31/2013,Single Family Residential,"Seattle, WA - Eastlake"
0.992219695,0.5%,1.3%,38,22.6%,40.7%,24,50.0%,33.3%,7,-8,-14,$506K,-3.6%,16.9%,43,19.4%,38.7%,7/31/2013,Single Family Residential,"Seattle, WA - Fauntleroy"
1.032056621,0.1%,4.4%,29,-3.3%,61.1%,7,40.0%,40.0%,7,0.5,-0.5,$555K,4.5%,19.6%,23,-20.7%,35.3%,7/31/2013,Single Family Residential,"Seattle, WA - Fremont"
1.028182051,-0.8%,2.8%,42,27.3%,44.8%,18,-14.3%,63.6%,7.5,0.5,0.5,$655K,5.4%,10.0%,48,-14.3%,41.2%,7/31/2013,Single Family Residential,"Seattle, WA - Green Lake"
1.024474842,0.6%,2.2%,76,18.8%,85.4%,13,-40.9%,-56.7%,7,0,-3,$405K,5.7%,-4.7%,98,6.5%,69.0%,7/31/2013,Single Family Residential,"Seattle, WA - Greenwood"
1.001961993,0.2%,0.1%,29,16.0%,-6.5%,19,26.7%,72.7%,9,1,-9,$345K,6.1%,8.1%,39,5.4%,34.5%,7/31/2013,Single Family Residential,"Seattle, WA - Haller Lake"
1.029302676,1.0%,3.4%,118,7.3%,32.6%,47,14.6%,11.9%,7,0,-4,$400K,9.6%,12.7%,125,-3.8%,26.3%,7/31/2013,Single Family Residential,"Seattle, WA - Lake City"
0.998459300,-0.4%,1.7%,28,12.0%,-9.7%,28,0.0%,27.3%,9.5,1.5,-26.5,$724K,0.1%,11.6%,39,-17.0%,8.3%,7/31/2013,Single Family Residential,"Seattle, WA - Leschi"
0.946893788,5.3%,-12.8%,2,100.0%,100.0%,2,0.0%,-33.3%,62.5,-0.5,55.5,"$1,560K",-30.1%,262.7%,2,100.0%,-33.3%,7/31/2013,Single Family Residential,"Seattle, WA - Lower Queen Anne"
0.981362685,0.8%,0.1%,31,-20.5%,82.4%,20,0.0%,-48.7%,16,-8,6,"$1,350K",14.9%,22.2%,30,-9.1%,11.1%,7/31/2013,Single Family Residential,"Seattle, WA - Madison Park"
1.029234314,-0.2%,4.0%,21,-8.7%,31.3%,9,125.0%,-40.0%,7,-1,-16.5,$651K,-6.3%,16.0%,22,4.8%,22.2%,7/31/2013,Single Family Residential,"Seattle, WA - Madrona"
1.017473469,-0.4%,2.5%,102,6.3%,9.7%,44,-6.4%,-38.0%,8,1,-2,$700K,1.3%,22.8%,103,-11.2%,-4.6%,7/31/2013,Single Family Residential,"Seattle, WA - Magnolia"
1.026285307,-0.9%,2.5%,37,32.1%,54.2%,18,38.5%,80.0%,8,1,0,$445K,-0.6%,6.8%,50,22.0%,92.3%,7/31/2013,Single Family Residential,"Seattle, WA - Maple Leaf"
1.040830528,1.2%,5.3%,29,7.4%,20.8%,20,33.3%,33.3%,8,1,0,$467K,0.0%,-3.3%,43,2.4%,19.4%,7/31/2013,Single Family Residential,"Seattle, WA - Matthews Beach"
1.049470065,3.5%,3.9%,17,21.4%,70.0%,5,25.0%,0.0%,6,0,-2,$451K,5.8%,-11.6%,20,-9.1%,53.8%,7/31/2013,Single Family Residential,"Seattle, WA - Meadowbrook"
1.023561830,0.4%,0.4%,38,18.8%,100.0%,13,18.2%,44.4%,11.5,4.5,2,$720K,2.5%,7.6%,36,-5.3%,24.1%,7/31/2013,Single Family Residential,"Seattle, WA - Montlake"
1.009071026,-0.9%,1.4%,41,28.1%,46.4%,18,-21.7%,-21.7%,15,5.5,-12,$560K,-11.3%,12.8%,48,-15.8%,41.2%,7/31/2013,Single Family Residential,"Seattle, WA - Mount Baker"
1.021559618,1.3%,3.1%,55,1.9%,25.0%,27,0.0%,-3.6%,8,0,0,$521K,1.0%,5.0%,57,-8.1%,11.8%,7/31/2013,Single Family Residential,"Seattle, WA - North Admiral"
1.012046746,0.9%,1.7%,91,-3.2%,23.0%,39,14.7%,-49.4%,8,-2,-12.5,$320K,6.7%,19.6%,100,7.5%,8.7%,7/31/2013,Single Family Residential,"Seattle, WA - Beacon Hill"
1.016306255,-0.2%,1.1%,89,18.7%,20.3%,54,20.0%,20.0%,9,2,-2,$407K,6.0%,16.6%,130,15.0%,41.3%,7/31/2013,Single Family Residential,"Seattle, WA - Northgate"
1.021397776,0.3%,2.4%,34,13.3%,88.9%,9,12.5%,28.6%,7.5,1,1.5,$334K,3.6%,-1.1%,28,-6.7%,33.3%,7/31/2013,Single Family Residential,"Seattle, WA - Olympic Hills"
1.011527865,1.1%,1.2%,7,0.0%,0.0%,10,42.9%,0.0%,8,-6,-11,$271K,-25.4%,-14.1%,25,56.3%,56.3%,7/31/2013,Single Family Residential,"Seattle, WA - Pinehurst"
1.013715889,0.4%,2.7%,78,9.9%,-10.3%,40,0.0%,-14.9%,8,0,-1,$725K,1.8%,7.4%,87,-1.1%,13.0%,7/31/2013,Single Family Residential,"Seattle, WA - Queen Anne"
1.010109215,-0.1%,1.3%,195,10.2%,26.6%,149,-3.9%,0.0%,10,-2,-31,$323K,5.8%,12.7%,265,2.3%,49.7%,7/31/2013,Single Family Residential,"Seattle, WA - Rainier Valley"
1.059275533,1.5%,4.2%,41,-14.6%,13.9%,18,5.9%,5.9%,7,0,-0.5,$575K,9.5%,11.0%,59,5.4%,43.9%,7/31/2013,Single Family Residential,"Seattle, WA - Ravenna"
1.025458685,0.2%,3.6%,15,36.4%,-25.0%,6,-45.5%,-50.0%,9,-3,-6.5,$485K,12.8%,-5.3%,21,-4.5%,-32.3%,7/31/2013,Single Family Residential,"Seattle, WA - Roosevelt"
0.996323155,-2.7%,2.9%,6,-14.3%,20.0%,5,0.0%,-50.0%,11.5,-1.5,-3.5,$209K,16.4%,27.0%,8,-20.0%,-27.3%,7/31/2013,Single Family Residential,"Seattle, WA - South Park"
1.044814904,1.5%,4.5%,20,11.1%,81.8%,8,-11.1%,60.0%,7.5,0.5,-6.5,$580K,0.0%,6.5%,15,-28.6%,36.4%,7/31/2013,Single Family Residential,"Seattle, WA - University District"
1.028091077,0.4%,3.5%,20,11.1%,-13.0%,6,20.0%,-14.3%,7,0,-17,$377K,2.4%,25.5%,16,-11.1%,6.7%,7/31/2013,Single Family Residential,"Seattle, WA - Victory Heights"
1.029345284,0.4%,4.7%,21,50.0%,0.0%,5,-28.6%,-44.4%,7,0,-9,$760K,-6.0%,15.2%,22,0.0%,-8.3%,7/31/2013,Single Family Residential,"Seattle, WA - View Ridge"
1.044279075,-1.5%,2.7%,74,19.4%,51.0%,19,90.0%,72.7%,7.5,0.5,0.5,$614K,2.3%,4.5%,74,-6.3%,34.5%,7/31/2013,Single Family Residential,"Seattle, WA - Wallingford"
1.066803853,1.7%,7.2%,30,0.0%,100.0%,3,-40.0%,-40.0%,7,-0.5,0,$509K,4.3%,22.5%,27,-15.6%,50.0%,7/31/2013,Single Family Residential,"Seattle, WA - Wedgwood"
1.009546130,-0.1%,1.8%,373,7.2%,17.3%,236,6.8%,3.5%,10,0,-3,$405K,3.4%,15.7%,449,1.4%,14.2%,7/31/2013,Single Family Residential,"Seattle, WA - West Seattle"
1.032563000,-2.1%,5.0%,17,13.3%,-43.3%,7,-12.5%,-12.5%,8,1,-6,$945K,21.2%,18.5%,18,-10.0%,38.5%,7/31/2013,Single Family Residential,"Seattle, WA - Windermere"
0.957382488,-0.4%,2.7%,13,-7.1%,116.7%,15,0.0%,15.4%,91,21,-40.5,"$1,550K",3.0%,36.3%,16,-11.1%,77.8%,7/31/2013,Single Family Residential,"Seattle, WA - Denny Blaine"
1.048471474,0.5%,4.0%,50,22.0%,16.3%,12,-20.0%,33.3%,7,0,0,$582K,-3.4%,10.9%,56,-1.8%,43.6%,7/31/2013,Single Family Residential,"Seattle, WA - Phinney Ridge"
1.026836684,1.6%,0.5%,32,-8.6%,18.5%,13,-7.1%,8.3%,7,-1,-13,$513K,4.8%,14.1%,53,32.5%,82.8%,7/31/2013,Single Family Residential,"Seattle, WA - Central District"
1.020708492,1.3%,2.9%,17,30.8%,-22.7%,6,-25.0%,200.0%,7,0.5,-16.5,$827K,32.3%,68.8%,23,4.5%,109.1%,7/31/2013,Single Family Residential,"Seattle, WA - Madison Valley"
0.996784720,0.4%,2.5%,30,36.4%,57.9%,16,0.0%,-11.1%,11,-1.5,-15,"$1,018K",-3.3%,20.8%,33,-10.8%,10.0%,7/31/2013,Single Family Residential,"Seattle, WA - Capitol Hill"
0.947611604,-1.6%,-1.8%,11,-31.3%,-31.3%,8,14.3%,-46.7%,21,-21.5,-29.5,$225K,-10.4%,4.7%,13,8.3%,8.3%,7/31/2013,Single Family Residential,"Seattle, WA - South Beacon Hill"
0.955782984,-0.1%,-1.3%,8,100.0%,166.7%,4,-20.0%,-20.0%,69.5,18.5,52.5,$258K,7.3%,14.4%,7,0.0%,40.0%,7/31/2013,Single Family Residential,"Seattle, WA - Greater Duwamish"
1.016814391,-0.5%,-0.7%,14,-6.7%,16.7%,7,-30.0%,-46.2%,24,13,19,$436K,17.8%,12.7%,14,-17.6%,-22.2%,7/31/2013,Single Family Residential,"Seattle, WA - North College Park"
0.982401001,1.2%,-2.7%,11,22.2%,10.0%,31,14.8%,82.4%,14,-27,-19.5,$237K,0.9%,-7.6%,27,28.6%,92.9%,7/31/2013,Single Family Residential,"Seattle, WA - Dunlap"
1.018703424,-0.5%,2.2%,14,-12.5%,-12.5%,10,25.0%,42.9%,7,0,-13.5,$494K,0.3%,-13.1%,30,42.9%,66.7%,7/31/2013,Single Family Residential,"Seattle, WA - Minor"
1.007194573,0.2%,1.1%,114,-3.4%,18.8%,83,5.1%,0.0%,8,0,-12.5,$631K,1.2%,11.8%,159,-1.9%,37.1%,7/31/2013,Single Family Residential,"Seattle, WA - Central Seattle"
0.993981556,-3.7%,2.3%,8,0.0%,33.3%,2,100.0%,-66.7%,19,6.5,-152,$303K,1.2%,-9.5%,6,20.0%,0.0%,7/31/2013,Single Family Residential,"Seattle, WA - Holly Park"
1.007960748,0.5%,0.8%,18,-14.3%,28.6%,6,-33.3%,-25.0%,5.5,-0.5,-10,$310K,5.9%,-6.1%,17,-5.6%,21.4%,7/31/2013,Single Family Residential,"Seattle, WA - Cedar Heights"
1.029499319,-0.2%,4.2%,19,0.0%,72.7%,9,-55.0%,-25.0%,6,-1,1,$460K,3.4%,30.8%,34,-8.1%,61.9%,7/31/2013,Single Family Residential,"Seattle, WA - Fairmount Park"
1.012636851,-0.1%,-0.6%,13,8.3%,44.4%,13,30.0%,30.0%,8,2,0,$399K,-2.0%,7.8%,25,-13.8%,47.1%,7/31/2013,Single Family Residential,"Seattle, WA - Atlantic"
1.010706406,-1.2%,-1.1%,30,42.9%,-3.2%,18,12.5%,100.0%,6.5,0.5,-1.5,$427K,4.1%,6.1%,38,0.0%,-2.6%,7/31/2013,Single Family Residential,"Seattle, WA - Genesee"
0.981737180,-0.6%,-1.5%,26,8.3%,23.8%,12,9.1%,-25.0%,8,1,-2,$499K,-3.4%,42.5%,29,7.4%,-14.7%,7/31/2013,Single Family Residential,"Seattle, WA - Seaview"
0.937478781,1.1%,-10.2%,5,25.0%,25.0%,2,0.0%,100.0%,88.5,81.5,69.5,$818K,1.7%,6.2%,2,-33.3%,-50.0%,7/31/2013,Single Family Residential,"Seattle, WA - Portage Bay"
1.030018712,2.9%,-2.4%,20,-4.8%,42.9%,3,-57.1%,-40.0%,7.5,-0.5,-16,$524K,6.9%,31.7%,24,14.3%,100.0%,7/31/2013,Single Family Residential,"Seattle, WA - Mann"
0.968508558,0.0%,1.6%,16,23.1%,-5.9%,15,-25.0%,-6.3%,55,-15,3,$198K,6.5%,4.3%,28,21.7%,75.0%,7/31/2013,Single Family Residential,"Seattle, WA - Brighton"
1.022514138,1.3%,4.1%,53,10.4%,65.6%,18,63.6%,-59.1%,7,-1,-18.5,$325K,9.8%,22.7%,51,4.1%,10.9%,7/31/2013,Single Family Residential,"Seattle, WA - Mid-Beacon Hill"
0.999877452,0.7%,1.3%,29,52.6%,31.8%,11,-21.4%,37.5%,12.5,1.5,-10.5,$995K,-3.0%,37.2%,34,3.0%,54.5%,7/31/2013,Single Family Residential,"Seattle, WA - Stevens"
1.015123724,-1.6%,3.1%,32,0.0%,-8.6%,18,12.5%,-18.2%,7,-1,-7,$378K,-16.1%,-3.1%,42,13.5%,10.5%,7/31/2013,Single Family Residential,"Seattle, WA - Gatewood"
0.959259259,0.0%,,1,0.0%,,3,50.0%,,40,0,,"$1,295K",0.0%,,4,33.3%,,7/31/2013,Single Family Residential,"Seattle, WA - Cascade"
1.078361943,1.5%,9.9%,19,0.0%,35.7%,14,-6.7%,-22.2%,9,0,-89,$250K,10.1%,25.3%,25,0.0%,31.6%,7/31/2013,Single Family Residential,"Seattle, WA - Rainier View"
0.978584921,-0.1%,1.1%,9,-40.0%,-35.7%,10,-9.1%,-16.7%,63,35,14.5,$451K,0.0%,-22.5%,13,85.7%,-35.0%,3/31/2014,Single Family Residential,"Seattle, WA - Alki Point"
1.034937986,3.4%,3.6%,20,0.0%,25.0%,9,-10.0%,-52.6%,25,-38.5,-28.5,$412K,-2.8%,30.5%,26,44.4%,-3.7%,3/31/2014,Single Family Residential,"Seattle, WA - Arbor Heights"
1.038728529,0.8%,2.2%,75,8.7%,27.1%,22,-8.3%,-21.4%,7,0,0,$555K,4.7%,10.0%,102,27.5%,21.4%,3/31/2014,Single Family Residential,"Seattle, WA - Ballard"
0.992760999,1.1%,-1.0%,14,0.0%,40.0%,3,0.0%,-57.1%,24.5,-9.5,-16,$364K,-7.4%,35.9%,13,62.5%,-13.3%,3/31/2014,Single Family Residential,"Seattle, WA - Bitter Lake"
0.966847814,0.2%,-2.7%,10,-16.7%,-60.0%,7,16.7%,-41.7%,22,-1.5,8,$676K,-9.0%,-0.7%,15,87.5%,-48.3%,3/31/2014,Single Family Residential,"Seattle, WA - North Beach / Blue Ridge"
1.006750631,2.1%,-3.6%,15,-16.7%,-6.3%,9,-10.0%,-25.0%,7,-16,-6,$460K,-10.2%,-4.2%,21,31.3%,5.0%,3/31/2014,Single Family Residential,"Seattle, WA - Broadview"
1.032615470,3.3%,2.9%,10,25.0%,-9.1%,1,-80.0%,-66.7%,11.5,-9,-5.5,$545K,8.8%,6.9%,12,9.1%,-14.3%,3/31/2014,Single Family Residential,"Seattle, WA - Bryant"
1.020388198,0.2%,0.1%,16,0.0%,-15.8%,10,-9.1%,-28.6%,7,-15,-9,$377K,-13.5%,-4.5%,18,-10.0%,-30.8%,3/31/2014,Single Family Residential,"Seattle, WA - Columbia City"
1.015863571,2.3%,1.3%,14,55.6%,7.7%,1,-66.7%,-80.0%,10.5,-5.5,1.5,$403K,-6.4%,11.8%,12,50.0%,33.3%,3/31/2014,Single Family Residential,"Seattle, WA - Crown Hill"
0.993487292,0.2%,0.6%,79,8.2%,6.8%,67,28.8%,28.8%,41,2,12,$300K,7.1%,17.1%,107,40.8%,0.0%,3/31/2014,Single Family Residential,"Seattle, WA - Delridge"
0.757600806,0.0%,,1,0.0%,,,,,591,0,,"$1,879K",0.0%,,,,,3/31/2014,Single Family Residential,"Seattle, WA - Downtown Seattle"
0.972414997,-0.7%,-1.3%,20,17.6%,17.6%,14,40.0%,-22.2%,106.5,57.5,50.5,$513K,6.8%,13.0%,23,64.3%,-36.1%,3/31/2014,Single Family Residential,"Seattle, WA - Fauntleroy"
